Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,MarketCap
2019-01-02 00:00:00-05:00,16.209999084472656,17.350000381469727,16.209999084472656,17.1200008392334,3672800,0.0,0.0,ATUS,1041336256
2019-01-03 00:00:00-05:00,16.950000762939453,17.5049991607666,16.71500015258789,17.1200008392334,4104100,0.0,0.0,ATUS,1041336256
2019-01-04 00:00:00-05:00,17.440000534057617,17.850000381469727,17.19499969482422,17.40999984741211,6608500,0.0,0.0,ATUS,1041336256
2019-01-07 00:00:00-05:00,17.530000686645508,18.100000381469727,17.309999465942383,17.90999984741211,3768200,0.0,0.0,ATUS,1041336256
2019-01-08 00:00:00-05:00,18.200000762939453,18.385000228881836,17.920000076293945,18.040000915527344,4775400,0.0,0.0,ATUS,1041336256
2019-01-09 00:00:00-05:00,18.059999465942383,18.475000381469727,18.049999237060547,18.31999969482422,2292200,0.0,0.0,ATUS,1041336256
2019-01-10 00:00:00-05:00,18.139999389648438,18.170000076293945,17.719999313354492,17.75,4515600,0.0,0.0,ATUS,1041336256
2019-01-11 00:00:00-05:00,17.56999969482422,17.889999389648438,17.530000686645508,17.670000076293945,2811400,0.0,0.0,ATUS,1041336256
2019-01-14 00:00:00-05:00,17.760000228881836,17.780000686645508,17.100000381469727,17.239999771118164,2606300,0.0,0.0,ATUS,1041336256
2019-01-15 00:00:00-05:00,17.15999984741211,17.559999465942383,17.1299991607666,17.40999984741211,2861100,0.0,0.0,ATUS,1041336256
2019-01-16 00:00:00-05:00,17.65999984741211,18.059999465942383,17.469999313354492,18.049999237060547,8211500,0.0,0.0,ATUS,1041336256
2019-01-17 00:00:00-05:00,17.950000762939453,18.639999389648438,17.950000762939453,18.549999237060547,7708000,0.0,0.0,ATUS,1041336256
2019-01-18 00:00:00-05:00,18.65999984741211,19.06999969482422,18.479999542236328,19.06999969482422,9803100,0.0,0.0,ATUS,1041336256
2019-01-22 00:00:00-05:00,18.950000762939453,19.100000381469727,18.65999984741211,18.729999542236328,7142000,0.0,0.0,ATUS,1041336256
2019-01-23 00:00:00-05:00,18.93000030517578,19.18000030517578,18.520000457763672,18.670000076293945,3927800,0.0,0.0,ATUS,1041336256
2019-01-24 00:00:00-05:00,18.690000534057617,18.979999542236328,18.479999542236328,18.90999984741211,6465300,0.0,0.0,ATUS,1041336256
2019-01-25 00:00:00-05:00,19.0,19.25,18.829999923706055,19.100000381469727,6583400,0.0,0.0,ATUS,1041336256
2019-01-28 00:00:00-05:00,18.969999313354492,19.299999237060547,18.81999969482422,19.139999389648438,6593900,0.0,0.0,ATUS,1041336256
2019-01-29 00:00:00-05:00,19.139999389648438,19.229999542236328,18.600000381469727,18.610000610351562,5466500,0.0,0.0,ATUS,1041336256
2019-01-30 00:00:00-05:00,18.719999313354492,18.81999969482422,18.479999542236328,18.700000762939453,6063100,0.0,0.0,ATUS,1041336256
2019-01-31 00:00:00-05:00,18.969999313354492,19.639999389648438,18.969999313354492,19.639999389648438,10038700,0.0,0.0,ATUS,1041336256
2019-02-01 00:00:00-05:00,19.579999923706055,19.78499984741211,19.469999313354492,19.690000534057617,4573200,0.0,0.0,ATUS,1041336256
2019-02-04 00:00:00-05:00,19.56999969482422,19.93000030517578,19.479999542236328,19.81999969482422,5952700,0.0,0.0,ATUS,1041336256
2019-02-05 00:00:00-05:00,19.940000534057617,20.5,19.84000015258789,20.440000534057617,7987700,0.0,0.0,ATUS,1041336256
2019-02-06 00:00:00-05:00,20.5,20.799999237060547,20.450000762939453,20.700000762939453,4201500,0.0,0.0,ATUS,1041336256
2019-02-07 00:00:00-05:00,20.559999465942383,21.0,20.55299949645996,20.920000076293945,5491400,0.0,0.0,ATUS,1041336256
2019-02-08 00:00:00-05:00,20.8799991607666,21.094999313354492,20.625,20.850000381469727,3909900,0.0,0.0,ATUS,1041336256
2019-02-11 00:00:00-05:00,20.860000610351562,20.9950008392334,20.565000534057617,20.6299991607666,4934300,0.0,0.0,ATUS,1041336256
2019-02-12 00:00:00-05:00,20.770000457763672,21.100000381469727,20.725000381469727,20.81999969482422,4901800,0.0,0.0,ATUS,1041336256
2019-02-13 00:00:00-05:00,21.0,21.209999084472656,20.850000381469727,21.200000762939453,4073900,0.0,0.0,ATUS,1041336256
2019-02-14 00:00:00-05:00,21.100000381469727,21.540000915527344,21.065000534057617,21.43000030517578,3839900,0.0,0.0,ATUS,1041336256
2019-02-15 00:00:00-05:00,21.540000915527344,21.809999465942383,21.459999084472656,21.59000015258789,3653400,0.0,0.0,ATUS,1041336256
2019-02-19 00:00:00-05:00,21.5,21.81999969482422,21.329999923706055,21.459999084472656,6942600,0.0,0.0,ATUS,1041336256
2019-02-20 00:00:00-05:00,21.459999084472656,21.676000595092773,21.18000030517578,21.209999084472656,4770300,0.0,0.0,ATUS,1041336256
2019-02-21 00:00:00-05:00,21.1200008392334,21.360000610351562,20.854999542236328,21.030000686645508,7610700,0.0,0.0,ATUS,1041336256
2019-02-22 00:00:00-05:00,21.940000534057617,22.540000915527344,20.989999771118164,21.600000381469727,12014800,0.0,0.0,ATUS,1041336256
2019-02-25 00:00:00-05:00,21.920000076293945,22.0,21.145000457763672,21.170000076293945,4133500,0.0,0.0,ATUS,1041336256
